text,category,scaled_impact
"HAZARDOUS WASTE 217,855 2013-14 186,624 204,526 2014-15 2015-16 Note: In FY14-15, Naroda started ordering Liquid Indigo in large containers leading to huge reduction in containers; in FY15-16, a portion of indigo was resumed in smaller sized containers due to business compulsions; resulting in more containers ETP Sludge Units FY 13-14 Woven & Knits (Santej) 1,721 Denim (Naroda) 1,141 FY 14-15 779 845 In Ton FY 15-16 4,098 3,423 965 2,791 1,254 Garments Exports Division (Bengaluru) 561 Ankur Textiles (Ahmedabad) 490.63 586 938 581 941 Total 2,791 3,423 4,098 Used Oil Units In Litre FY 15-16 FY 13-14 FY 14-15 Woven & Knits (Santej) 9,136 16,400 14,100 Denim (Naroda) 2,729 11,557 17,220 Total 11,865 27,957 31,320 MISCELLANEOUS UNIT-SPECIFIC WASTE Arvind Cotspin (Kolhapur) Comber Noil 857 Card Sweeping Waste 9.4 FY 13-14 FY 14-15 In Ton FY 15-16 881 1,007 11.2 17.8 Flat Strip 214.9 Total 1,081 202 1,094 194.6 1,219 93 2013-14 11,865 2013-14 1,081 2013-14 2014-15 2015-16 31,320 27,957 2014-15 2015-16 1,219 1,094 E 2014-15 2015-16 ",Waste Management & Effluents,1.0247815444543422
"WASTE GENERATION & MANAGEMENT WASTE GENERATION Waste is a by-product of the production process and thus, to some extent, its quantity depends on our output. In FY 2015-16, denim production at Naroda witnessed a minor de-growth in volume on account of bottlenecks in capacity utilization due to changes in product mix. On the other hand, woven fabrics and garments business, both showed growth in volume of 4.5% and 28% respectively. New spindles were added to Santej unit during both years and some of the yarn production was also moved to in-house production from the outsourced yarn earlier. This resulted in an increase in non-hazardous solid waste. More specifically, spinning capacity increase has led to the soft waste increase at Santej which almost doubled year on year over the previous reporting period. NON-HAZARDOUS WASTE 4,908 2013-14 5,390 2014-15 6,086 2015-16 Note: Two spinning units were closed at Naroda during FY 15-16; hence solid soft waste got reduced.",Waste Management & Effluents,1.0274520509271892
"SPILL MANAGEMENT POLICY Unplanned or uncontrolled release of hazardous chemical is an occupational hazard that is, unfortunately, a possibility in any industry that involves chemical. But like all accidents, its probability can be minimised. Even in case of an untoward occurrence, the extent of damage can well be contained if SOPs are in place. Our Spill Management Policy is aimed to ensure cautious management of hazardous material spills. The policy is applicable to all departments, employees, contractors, and visitors. In addition to giving a comprehensive SOP to deal with major and minor spills, the policy also elucidates the dos and don'ts to handle spills of special chemicals like organic material, alkali and acids. INITIATIVES INDIGENISED SPILL KITS AUTO DOSING FOR MORE SAFETY AND QUALITY > LAWER DYEMATIC SPILL CONT 'SAND SPILL CONTR SAWDUST All departments handling hazardous chemical are equipped with spill kits. The challenge that we usually face in procuring these spill kits is that the replacement of the kits is both time consuming and costly, because good quality, industrial grade spill kits are usually imported. To find a way around this, we have indigenised one of the most critical and most used components of the spill kit known as 'barrier'. Designed to perfection, the effectiveness of these indigenised barriers is at par with the commercial ones. This innovation is helping us to curtail the cost of the kit per department, and most importantly, it is eliminating the possibility of running out of access to the spill kit. It is our conscious endeavour to ensure safety and control over the chemicals and dyes which are an indispensable part of our manufacturing processes. Our Woven & Knits Unit at Santej involves high levels of chemical consumption. Previously, these chemicals had to be manually sorted, mixed as per the required recipe and loaded onto machines for further processing. This manual intervention had the potential to cause both health hazards as well as human errors. In order to protect our workers and to ensure the consistency across production batches, we introduced SCADA-based auto dosing system. Auto dosing dispenses both solid and liquid chemicals and dyes in accurate quantities at pre-determined intervals - thereby lending speed and efficiency to bulk production. As a result of this intervention, our Santej Unit now has: · Steady reduction in the direct human exposure to hazardous chemicals and dyes; ensuring better employee health and safety · Increased precision in accuracy and quantity; leading to better quality and minimum wastage · Complete traceability of order history Due to the measurable benefits of the auto dosing system, we are in the process of incorporating it at our Bengaluru unit also.",Chemical Risks and Management,1.0287095326577895
"POLICIES & PRACTICES A robust system of policies and practices towards managing chemicals has been put in place to ensure most effective means to controlling hazards and mitigating risks. CHEMICAL MANAGEMENT POLICY Our Chemical Management Policy (CMP) is updated on an annual basis in line with product Restricted Substances List (RSL) and Manufacturing Restricted Substances List (MRSL) requirements. The CMPv2, updated in August 2015, propagates good practices in below areas: · Processes and guidelines on chemical purchase, usage, storage and disposal · Assessment of chemical hazard to environment and human health · Chemical Safety Management · Transparency on chemical use - from purchase to disposal · Practice of best available technologies The policy is shaped by three factors: External - Brand requirement of customer organisations Internal - Management focus on EHS. This includes adherence to ZDHC roadmap of ensuring zero discharge of hazardous chemicals by the year 2020, Higg Index 2.0, Sustainable Apparel Coalition and worker safety Regulatory - Certifications like GOTS, OEKO-TEX and REACH TEXTILE ILE STANDARD REACH Higg Index O Sustainable Apparel Coalition GLOBAL ORGANI CONFIDENCE IN TEXTILES Tested for harmful substances according to Oeko-Tex® Standard 100 Institute GOTS COMPLIANCE CHEMICAL PURCHASE POLICY We continue to be committed towards eliminating the 11 chemical groups of priority substances from our processes. While we have put in place practices to restrict the use of these substances at our operations, we are well aware that they may be present in the chemicals we procure from our suppliers. We have hence instituted a Chemical Purchase Policy to screen our supply chain. We ensure that all chemicals used, have below documents in system: · Material Safety Data Sheet / Technical Data Sheets (TDS) · Technical Data Sheet / Technical information · GOTS / Non-GMO certificate, wherever applicable . REACH SVHC candidate list · ZDHC MRSL compliance declaration · Certificate of Analysis (COA) · Product Information LOG (PIL) covering BOD / COD / EC50 / IC50 / Bio-degradability / GHS classification of chemical · Declaration of RSL on fabric · Declaration of RSL and MRSL component in chemical / dye SCREENING FOR HAZARD EEN SCRE GRE F OR MICA AFER THE With an objective to evaluate chemicals from a hazard perspective, 'GreenScreen for Safer Chemicals' was adopted for the 'Denim Laundry Operations' in FY 2015-16. GreenScreen provides a structured approach to evaluate a comprehensive set of 18 human and environmental health and safety end points, as related to chemical substances. We plan to expand the scope of GreenScreen in coming years. HAZARD ENDPOINTS Environmental Fate Persistence | Bioaccumulation Environmental Health Acute Aquatic Toxicity Chronic Aquatic Toxicity Carcinogenicity | Mutagenicity & Genotoxicity | Reproductive Toxicity | Developmental Toxicity Endocrine Activity Human Health Group 1 Acute Mammalian Toxicity Systemic Toxicity & Organ Effects Neurotoxicity | Sensitization Respiratory Sensitization Skin Irritation | Eye Irritation Human Health Group 2 Reactivity | Flammability In order to enhance the ease of access and in a move to reduce paper usage, we have started receiving Certificates of Analysis in soft copy. All HODs have access to these COAs.",Chemical Risks and Management,1.0291778282081592
" A SUSTAINABLE SUPPLY CHAIN PARTNER, WE WORK IN CONJUNCTION WITH OUR CLIENTS AND HELP THEM NOT ONLY FULFIL MARKET EXPECTATIONS BUT ALSO ASSIST THEM TO EXCEED THEIR SUSTAINABILITY GOALS. The look, the feel, the hues, the unique properties - much of what turns a fabric into fashion comes from chemicals. Understanding the power of chemicals, leveraging its goodness and minimising its ill effects - these are core to making us fundamentally right. We follow a lifecycle approach to ensure comprehensive chemical management: 1 Encourage the farmers to reduce or eliminate harmful chemical fertilisers and pesticides in cotton cultivation by promoting BCI, organic cotton 2 Make improvements in the production process to reduce consumption of chemicals 3 Substitute the hazardous chemicals from the chemical recipe with minimal discrepancy in the final output 4 Limit the discharge of hazardous chemicals as well as recover salts from the wastewater 89 OUR GOAL ENSURE THAT OUR FABRICS AND GARMENTS ARE SAFE FOR END CONSUMERS, AND THEIR MANUFACTURING IS SAFE, FOR OUR EMPLOYEES, SURROUNDING COMMUNITIES AND THE ENVIRONMENT. ",Chemical Risks and Management,1.0371902410158491
"THE E-SOFT SYSTEM IS LOW MAINTENANCE, EASY TO CLEAN AND ENSURES ZERO DISCHARGE. In comparison to the conventional softening process, e-soft presents the below benefits: REDUCING WATER CONSUMPTION THROUGH EIM The Garment Unit at Bengaluru has been using Environmental Impact Measuring (EIM) software to monitor and control its washing activities since last three years. This software analyses the environmental impact of a garment finishing process across parameters such as: · chemical product use · water consumption · energy consumption · worker health It also measures the impact of the total process and benchmarks the results against a defined environmental threshold. This enables us to compare the environmental impacts of various finishing processes. Our customers can also request access to the environmental information of the washing formulas for their orders. ANKUR TEXTILES, AHMEDABAD As sustainability becomes an integral part of how we do business, it has been cascaded beyond our bigger business units, to smaller and newer units as well. SEWAGE TREATMENT PLANT During the reporting period, to decrease our dependency on groundwater, we commissioned a Sewage Treatment Plant (STP) with capacity to treat 1,500 kl sewage water every day at Ankur Textiles. At this STP, we take sewage waste from nearby communities, outside our facility and treat it to salvage clean water for use in our process. Currently, we are treating 800 kl sewage water in the STP and are thereby saving around 650 k OF GROUNDWATER In the near future, we are aiming to eliminate our dependence on groundwater completely.",Waste Management & Effluents,1.0282329898792528
"BENGALURU UNIT When it was commissioned in 2005, the Mysore Road Garmenting Unit at Bengaluru was the first such unit in the area to use 100% treated water sourced from the local municipality through a specially built pipeline. Even today, no groundwater is used at this unit. Yet, the scope for rationalising consumption always remains. During the reporting period, following technologies and processes were introduced to conserve water INITIATIVES E-SOFT NANOBUBBLE TECHNOLOGY OZONE In a conventional softening process, textile products go through a washer containing water and chemicals before being spin dried and tumble dried. Each cycle consumes a huge quantity of water. Keeping in mind our need to rationalise water consumption, we have introduced 'e-Soft technology' at our Bengaluru unit. This ensures 98% water savings, 80% chemical savings and 79% energy savings. e-Soft is based on nanobubble technology which not just negates the need for a separate bath, it also makes spin drying unnecessary and minimises the tumbler drying cycle. 85 e-Soft technology ensures 98% water savings 80% 0 chemical savings and 79% energy savings ",Water Use & Management,1.0101627047519608
"WATER MANAGEMENT & CONSERVATION INITIATIVES SANTEJ UNIT Our Santej unit is equipped with a Wastewater Treatment Plant which recycles up to 98% of our effluent. Thus, the net withdrawal of the water from bore wells is limited to evaporation and consumption losses. But there is always room for improvement. If we cannot enhance the quantum of water conserved, we can conserve the amount of energy used to conserve this water. Thus, during the reporting period, we introduced technologies and process that make water conservation more energy-efficient. INITIATIVE ELECTRO OXIDATION PROCESS To enhance energy efficiency and reduce sludge generation, Electro Chemical Oxidation was introduced as a pilot project in the ETP at Santej. In this process, the pollutants are broken down through oxidation at the anode and are transformed into non-toxic substances. Thereby, the effluent's COD (Chemical Oxygen Demand) is reduced substantially. This technology is simple, eco- friendly, energy-efficient and has low maintenance cost. The treated wastewater can be then effectively reused for dyeing application. Plans are afoot to scale up the process in future. ONE BATH BIO-POLISHING AND DYEING Bio-polishing is a finishing process that enhances fabric quality by decreasing the pilling tendency and fuzziness of (cellulose) knitted fabrics. In the regular process, the fabric undergoes a number of baths like pre-treatment, dyeing and bio-polishing. Thereafter it goes for finishing and is finally packed. Each bath consumes substantial quantities of water. We have devised and incorporated a sustainable process where bio-polishing and dyeing happen in the same bath saving water, steam, energy and time. Single bath bio-polishing and dyeing is carried out for almost 95% of piece dyed fabrics. WE HAVE ESTIMATED THAT THIS PROCESS SAVES ABOUT 6.5 LITRE OF WATER PER KG OF KNIT FABRIC PROCESSED AND 21 TONNES OF STEAM PER MONTH. 83 T A W M P T N N WATER CONSUMPTION AT SANTEJ UNIT HAS BEEN REDUCED BY ENHANCING THE UTILISATION OF MACHINE EFFICIENCY AND THROUGH A COMBINATION OF STEPS SUCH AS: Creating awareness about draining and flushing during changeover from dark shade to light shade, such that unnecessary flushing doesn't happen Each machine operator has been trained to optimise utilisation of water; this training and behavioural change has helped us save around 3 300-400 m of water per day In sanforiser, the water required to cool the blanket is now being collected in trough and is reused in the process; resulting in savings of 3 150 m water per day ",Water Use & Management,1.0076871822043498
"EFFLUENT MANAGEMENT Over the years due to persistent efforts and newer initiatives, we have achieved a consistent rise in the recycling and reuse of wastewater in various processes across our plants. Our Santej Plant has been a ZERO Liquid Discharge plant since inception in 1998. TOTAL WATER TREATED & REUSED IN PROCESS in '000 m3 THE SANTEJ UNIT RECORDED AN 8% YOY INCREASE IN USE OF RECYCLED WATER DURING THE FY 2014-15 AND 10% DURING FY 2015-16. TOTAL WATER TREATED & DISCHARGED in '000 m3 *Excludes the Electronic City unit as at this unit all the wastewater is treated and reused in process, flushing & gardening THE NARODA UNIT SAW A 4% INCREASE IN WATER DISCHARGED DURING THE YEAR 2014-15, FOLLOWED BY A MARGINAL REDUCTION IN FY 2015-16. 81 4,771 2013-14 3,578 2013-14 5,205 2014-15 3,572 2014-15 5,682 2015-16 3,544 2015-16 ",Waste Management & Effluents,1.0110632644971846
"CONSUMPTION Our production volume grew across both woven and denim segments during the reporting period of FY 2014-15 and FY 2015-16. But through a combination of conservation, recycling and process innovations, we ensured that our freshwater consumption didn't increase at a commensurable rate. TOTAL FRESHWATER CONSUMPTION in '000 m3 ** Arvind Intex and Arvind Cotspin have only domestic water usage 6,147 2013-14 6,783 2014-15 6,200 2015-16 At Santej, although production volumes increased during reporting period, the total freshwater consumption did not cross FY 2013-14 levels. Thus, the Santej Unit has been able to produce more using less water. IN FY 2015-16, THE NARODA UNIT ALSO DECREASED ITS FRESHWATER CONSUMPTION 17.42% AS A RESULT OF SUSTAINED WATER CONSERVATION DRIVES. The Bengaluru unit, despite a slight increase in consumption over the reporting period, continues to remain a low water consuming unit due to various efficiency measures being undertaken every year. A large proportion of this water is the treated wastewater sourced from the municipal sewage treatment plant. SPECIFIC WATER CONSUMPTION In litre of water consumed/meter of production The Santej unit has been able to produce MORE USING LESS WATER",Water Use & Management,1.0125559817759378
"Water is an important resource in textile production. The textile Industry ranks among the top ten water consuming industries, and natural fibre processing has a larger water footprint than artificial fibres. WE UNDERSTAND THAT WATER IS NOT SOMETHING THAT CAN BE COMPLETELY SUBSTITUTED IN THE MANUFACTURING PROCESS IN THE FORESEEABLE FUTURE, BUT IT CAN BE CONSUMED MORE JUDICIOUSLY AND RESPONSIBLY. To optimise our water footprint, we have adopted Efficient treatment & recycling mechanisms Well-thought-out conservation projects Smarter monitoring Identification and plugging of leaks in pipes as well as processes WASCATOR 1 79 WASCATOR 2 17.42% DECREASE IN FRESHWATER CONSUMPTION AT NARODA 100% PROCESS WATER REQUIREMENT SOURCED THROUGH TREATED MUNICIPAL WASTEWATER AT BENGALURU 3 10.88 mn m TOTAL WATER TREATED & REUSED IN THE PROCESS DURING THE REPORTING PERIOD 6.5 litre/kg of knit fabric WATER SAVED AT SANTEJ THROUGH ONE-BATH BIOPOLISHING & DYEING 800 kl/day COMMUNITY SEWAGE WATER TREATED AND RECYCLED AT ANKUR TEXTILES ",Water Use & Management,1.0097113334362642
"BENGALURU UNIT Skylights have effectively reduced the need for artificial lighting resulting in energy savings of 570kWh per day. At Bengaluru, daylight harvesting system resulted in 90% power saving INITIATIVES TURNING INCINERATORS INTO HEAT HARNESSERS - SANTEJ UNIT Heat recovery is an established approach to harness the power of steam, a key energy source in textile operations. Incinerators are great tools not just to manage waste, but also to generate thermal energy. Building on this approach, we installed heat exchangers in steam boiler nearby the incineration system for generating steam. With a capacity worth 2,000 litre/hour at a 70? rise temperature, the exchangers will further add to the heat recovery strength of Arvind. Total capital cost of this intervention is INR 12 Lac, and the energy returned on the investment is 400 kg of coal saved per day. HARNESSING THE POWER OF NATURE SANTEJ, NARODA & BENGALURU UNITS Mother nature offers resources aplenty. The trick is to leverage them effectively. At Arvind, we seek to harness the power of sun, in the most natural and productive manner. Some of our units, wherever feasible, have incorporated skylights to let the nature light in and brighten the spaces. This has effectively reduced the need for artificial lighting resulting in energy savings of 570 kWh per day. In order to minimise the usage of artificial lights in the washing area of our Bengaluru unit, we installed a daylight harvesting system comprising light tubes and skylights. This has resulted in around 90% power saving. Between April 2014 and April 2016, the unit reported power savings of more than 60,400 kwh.",Energy Management,1.0078992539218579
"Ecological imbalance, sluggish pace of progress, increasing energy costs, and spiralling health issues - the implications of use, overuse, and abuse of energy are not just hindering the environment but also the business and the society. At Arvind, we believe that energy is both an enabler and a bottleneck for business growth. While it largely remains as an inimitable resource, the demand-supply deficit may cause hiccups in the long-term business continuity. OVER THE YEARS, WE HAVE BEEN SUCCESSFUL IN IMPROVING OUR ENERGY PRODUCTIVITY BY INVESTING IN ENERGY EFFICIENT PROCESSES P.EA WEATHER PROOF kWh 13725 WATTHOUR METER SINGLE PHASE 2-WIRE CLASS 2.0 TYPE FA33 M 220 V 15(45)A 50 Hz 400 rev/kWh 2010 L.L+ 69 IF.L The aim is to entrench a AND PRACTICES. 'continuous conservation culture'. 60,400 kWh CUMULATIVE POWER SAVINGS IN BENGALURU THROUGH DAYLIGHT HARVESTING SYSTEM - FY 2014-15 AND FY 2015-16 3 million kWh ANNUAL POWER SAVING THROUGH INTRODUCTION OF LED LAMPS AT SANTEJ ISO-50001:2011 certification ARVIND IS THE FIRST INDIAN COMPANY TO GET THE CERTIFICATION IN THE 'COMPOSITE TEXTILE INDUSTRY-DENIM FABRIC' CATEGORY 11.78% DECREASE IN GHG EMISSIONS (DIRECT+INDIRECT] AT NARODA IN FY 2015-16 ",Energy Management,1.0108584044622262
"LOCAL PROCUREMENT AND HIRING Sustainable and responsible local procurement is one of the methods we use to build a resilient supply chain and bring about a significant social and economic contribution to the community. By procuring locally, we are doing a lot of things together: we are creating employment for the community's workforce, developing the skill base, creating industrial diversity and growth by generating demand, supporting sustainability of businesses and economy through supply of goods and services, and alleviating environmental concerns by reducing distances. 65 In the reporting period, almost all our significant (top ten by monetary amount) supplies were sourced domestically (i.e. from within the country). We also encouraged and supported employment of people from within nearby communities. Our senior management consists entirely of Indian citizens, and our employees and workmen are predominantly from the communities where our manufacturing facilities are located. While local procurement is something we deeply believe in, we still have to source a sizeable quantity of cotton from outside India. This is because quite a few of our customers demand for particular varieties of cotton like Egyptian, Australian and Brazilian owing to their special characteristics. Nonetheless, we continue to engage local talents to process these cottons. Moreover, we are also collaborating with local farmers and technology companies to replicate cotton of similar qualities within India in the coming years. ",Supply Chain Engagement and Transparency,1.0305281523445349
"Going ahead, over the next five years, Arvind's value creation agenda will be driven by: DIVIDENDS Dividend pay-outs not only signal financial strength of the company, but also its maturity in consistent sales and profits. In the reporting period, Arvind continued to recommended dividend to its shareholders. FY 13-14 FY 14-15 FY 15-16 R&D We have been consistently declaring dividends over last five years In today's globally competitive market where organisations need to keep innovating, R&D becomes a crucial component in developing new competitive advantages. We have two R&D centres - at Naroda and Santej, which fuel our drive for new products, processes and technologies. These centres are fully recognised and approved by the Department of Scientific and Industrial Research, Ministry of Science and Technology, Government of India. Arvinn The details of capital and revenue expenditure incurred on Research and Development are as under: 63 OUR R&D CENTRES ARE FULLY RECOGNISED AND APPROVED BY THE DEPARTMENT OF SCIENTIFIC AND INDUSTRIAL RESEARCH, MINISTRY OF SCIENCE AND TECHNOLOGY, GOVERNMENT OF INDIA. ","Research, Development & Innovation",1.0164945808008112
"All figures for FY 2015-16 ECONOMIC VALUE Strong financial performance is key to sustainable growth. The more value we generate, the more we can distribute to our stakeholders and the more we can invest in sustainable innovation. Value creation is hence material for Arvind as it directly affects our stakeholders including employees, local communities, and investors. Here is a summary of our economic value generated, distributed and retained in the reporting period. Note: During the reporting period, we received government subsidies worth INR 222.1 million OVER THE LAST 5 YEARS, WE HAVE ACHIEVED ROBUST REVENUE GROWTH, WHILE MAINTAINING MARGINS, RETURNS AND A STABLE LEVERAGE We started with a share capital of ? 2.5 million in 1931 we floated a Euro issue of USD125 million in 1990s after liberalisation, to fuel the growth of denims and high quality fabrics in the international market.",Long term Viability of Core Business,1.039905013214665
"In March 2015, Credit Analysis and Research Ltd. (CARE) awarded A1+ rating to Arvind Ltd.'s commercial papers worth INR 7 billion Capital is the fundamental building block of any corporate. A key resource essential for a business to start up, scale up, branch out, think beyond as well as leap forward. At Arvind, we put money where our heart is and follow a 'financial prudence first' strategy. For 85 years now, we have been using different financial tools to access capital for expansion and growth. WE CAREFULLY INVEST IN EXPANSION OF OUR CAPACITIES, NURTURING OUR TALENT POOL, ADVANCING IN TECHNOLOGY, EMPLOYMENT GENERATION AND GIVING BACK TO THE COMMUNITY AS WELL AS THE ENVIRONMENT. This is testament to the strong growth potential associated with our diversified brand portfolio and the widespread retail distribution network. AMIND Arving SHIRTING ArvInc INNOVATION IN FABRICS RPLETE INATION 1931 OUR PURSUIT OF PROFITS IS POWERED BY AN UNCOMPROMISING FOCUS ON INTEGRITY, INCLUSIVITY AND INNOVATION. 61 This 360° asset building strategy not just ensures enough muscle to manoeuvre through the diverse expectation of our clients, maximise value for our stakeholders and maintain leadership position but also enables us to pay key contribution to the growth of textile industry as well as to the country's development. Time and again we have used capital for bringing innovation to textile industry besides using it in our daily operations. Starting with a share capital of ?2.5 million in 1931, we floated a Euro issue of USD 125 million in 1990s after liberalisation, to fuel the growth of denims and high quality fabrics in the international market. We made the first direct access in international debt market in 1995-96 to raise USD 15 million term loan to build our zero- discharge facility at Santej, Ahmedabad. Following debt restructuring in 2001- 2002, we achieved the highest profitability in our history till then. Money has been powering our growth even today, as we move from our capital-intensive textile business to an asset-light, consumer-centric model, which focusses on brands and retail. ",Long term Viability of Core Business,1.035948286815149
"DEVELOPING VOCATIONAL SKILLS The youth are the workforce of today and growth engines of tomorrow. But for them to fully actualise their potential, they need to be equipped with the right knowledge and skill set to be able to contribute to the growth of the nation. Our Youth Advancement Programme, one of our newer initiatives, aims to provide the youth of Ahmedabad a learning platform to acquire knowledge and skills. It is carried forward in four phases: IMPART KNOWLEDGE | DEVELOP SKILLS | INCULCATE VALUES | MEASURE PERFORMANCE To begin with, we are spearheading programmes like: Basic English | Computer Familiarisation | Musical Instrument Training 030 Dashboard of Youth Advancement Programme | 2015-16 Our journey is skill building as a social initiative, has only just begun. But we envision rich dividends from these programmes in the years to come. Total Batches 44 Total No. of Participants 169 58 ",Training & Development,1.008332747632756
"PRIMARY HEALTHCARE Healthcare in India continues to be a trade-off between availability, affordability and quality - if it is available and affordable, the quality is suspect; and if it is available and of good quality, it is seldom affordable. Even in urban areas, there are pockets where healthcare services are not easily available or affordable. Keeping this in mind, SHARDA Trust signed an MoU with Swasth Foundation to set up primary health centres, called Arvind Clinics, in the urban slum areas of Ahmedabad. Swasth is Mumbai's largest non-governmental provider of primary healthcare and dental care and has a rich experience of working in diverse business and social scenarios. ARVIND CLINICS + Swasth Indi Health for all Swasth Foundation The Arvind Clinics are designed to act as one-stop solutions for all primary medical needs of people. These clinics will provide following services at highly affordable charges: + 90 99 28 10 08 HEALTH + CLINIC UNEL one ArVIND HEALTH CLINIC + POWERED BY ArVIND -------- - dowould : 90 99 28 1008 ... 09-28209129 Doctor (consultation) A trained doctor will be available to diagnose the ailment and differentiate between minor cases and severe ones Dental care It has been found that dental problems is one of the major ailment-groups in impoverished areas. A dentist with a basic dental engine set-up will be available to handle such cases Diagnosis (Pathological Tests) Many a time, pathological tests end up becoming costlier than doctor's consultation. Moreover, when the doctor prescribes a test, there is always a chance that the patient will neither get them done due to cost constraints, nor will they come for follow-up visit. To prevent this, Arvind Clinics will provide in- house diagnostic services at very affordable rates. Drug (Strip Packed Quality Medicines) For minor ailments, the medicines will be provided through a pharmacy within the clinic set-up Daytime Care Provision for daytime observation, when required AS PER OUR CALCULATIONS, THE MODEL WILL COST A PATIENT ABOUT INR 100 WITH DIAGNOSIS AND THREE DAYS' WORTH OF MEDICINES - WHICH IS ABOUT ONE-THIRD OF WHAT THEY ARE SPENDING NOW. Three Arvind Clinics are expected to be functional in Ahmedabad within a period of 18 months, starting from April 2016. In all, 10 such centres have been envisaged for the city. Each centre is expected to serve about 40 patients per day - thereby serving 10,000 - 12,000 patients every year.",Access to Services,1.0
"Had SHARDA Trust not been there to support me, I would have got married after class VII and might have had 2 children by now like all my female cousins. I now aspire to be a psychological counsellor and I want to indulge in social work and do something for women Ruksana Pursuing MA in Psychology at LD Arts College Future Plans Going forward, we want to identify, assess and prevent drop-outs before they happen. One way of doing this is to monitor gradual drops in marks scored and attendance. For this, we are working on a software that will track each student and monitor academic and attendance data in real time. We plan to integrate a Finishing School Programme in Gyanda. This programme will work on improving their presentation skills, confidence and other life skills required to excel in the professional world. As of 2015-16, 1,300+ students are part of the Gyanda Programme. WE INTEND TO EXPAND THIS TO 6,500 STUDENTS BY 2020. This would make up approx. 10% of the school-going population of Ahmedabad.",Training & Development,1.0059183938147696
"Interventions Primary School Programme This programme works with the students of class 5, 6 and 7 studying in a number of municipal schools in Ahmedabad through two-hour long support classes on Gujarati, Maths, English and Computers conducted by SHARDA teachers within the municipal school premises and also through an education support centre where students from multiple schools attend. Secondary School Programme The academic curriculum expands tremendously after class 8 and requires a lot of personalised attention and subject-wise coaching. We conduct 3-hour classes for these students after school hours. Currently, there are 2 centres where these classes are conducted. Admission Facilitation & Financial Support We facilitate admissions in higher classes in various schools as per the merit and choice of the students. Exceptions are also made for students who have shown great interest and perseverance in studies. We also provide comprehensive support which includes payment of education fees, financial support to buy uniforms, books and stationery. Scholarships to Pursue Professional Degrees We even lend financial support to meritorious and needy students for pursuing higher education in professional streams like commerce, engineering, nursing etc. Impacts 1,000+ students covered 380 students from various schools 405 students sponsored across standards 8 and 12 39 students were pursuing graduation in their field of interest In 2016, Gyanda completed a decade of public service, and we undertook an extensive study to gauge the impact of the programme on the lives of the students and the community they come from.",Training & Development,1.0089244367104038
"FOCUS AREAS OF SHARDA TRUST We believe in spearheading programmes, and not projects. The objective is to institutionalise systemic change, not symptomatic band-aid. We aim to make a lasting difference to the lives of people, even if it sometimes takes years in the making. Our corporate headquarters and two of our biggest manufacturing facilities are based in and around Ahmedabad, and thus most of our initiatives are centred in these regions. To ensure that we don't spread ourselves too thin we have zeroed in on three impact areas: 1 <+ EDUCATION 2 PRIMARY HEALTHCARE 3 DEVELOPING VOCATIONAL SKILLS EDUCATION Education is the most powerful tool in the fight against poverty and social evils. An educated generation will be the last generation in poverty. It is also a gift that once given stays with the recipient for their entire life. GYANDA PROGRAMME Broadly, there are three kinds of education models: · Formal schools set up by local and national governments · Informal education facilitated through volunteers, educationist or NGOs · Tuition classes that supplement school education and concentrate on specific subjects Setting up schools or tuition centres involves large investment in land and infrastructure. The quantum of investment results in few schools and limited impact. Volunteering efforts may be noble in intention but are limited in longevity. Mindful of the limitations of each of the education models, the education experts at SHARDA Foundation designed the Gyanda programme - a new hybrid model that is mix of supplementary education and formal school set-up. Arvind Ltd. has been supporting the Gyanda Programme since its inception in 2006. Leveraging existing infrastructure Gyanda has been specially designed to supplement the education of children studying in Municipal Schools and support them to complete the school and college education. The aim is to improve their academic performance and overall personality while ensuring that children don't drop out and complete their basic education from classes 5 to 12. A financial support programme has also been developed to aid underprivileged students. Approach · Increase the enrolment of children of the urban poor into the programme · Inject technology in municipal schools by providing computer laboratories, projection facilities and internet access for staff and students in schools · Lay emphasis on efficient and effective functionality of the programme, leading to substantial impact in student lives The Gyanda programme is unique because no other supplementary education model tracks the performance of all its students while maintaining direct contact with the parents for the entire schooling journey of 6-8 years and beyond for higher education.",Training & Development,1.0053172141783044
